DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,LOCATION,LAT,LON,Premis Desc
02/01/2025 12:00:00 AM,1600,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,2600    PORTLAND                     ST,34.0309,-118.2821,STREET
02/11/2025 12:00:00 AM,940,Mission,CHILD ANNOYING (17YRS & UNDER),14,F,15000    ROSCOE                       BL,34.2215,-118.4592,"VEHICLE, PASSENGER/TRUCK"
01/31/2025 12:00:00 AM,1430,Devonshire,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,11200    GOTHIC                       AV,34.2737,-118.4887,HIGH SCHOOL
02/25/2025 12:00:00 AM,940,Harbor,VEHICLE - STOLEN,0,,900    MCFARLAND                    AV,33.7819,-118.2527,STREET
02/14/2025 12:00:00 AM,1530,Newton,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,4400    MCKINLEY                     AV,34.0039,-118.2609,STREET
01/27/2025 12:00:00 AM,1600,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,3100    MCCLINTOCK                   AV,34.0274,-118.285,STREET
02/17/2025 12:00:00 AM,2100,Mission,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",14,M,14500    BLEDSOE                      ST,34.3199,-118.449,STREET
01/21/2025 12:00:00 AM,500,77th Street,VEHICLE - STOLEN,0,,7800    MCKINLEY                     AV,33.9685,-118.2608,STREET
01/02/2025 12:00:00 AM,2230,Harbor,VEHICLE - STOLEN,0,,1300    ANCHORAGE                    RD,33.7668,-118.243,PARKING LOT
01/27/2025 12:00:00 AM,1900,Southwest,VEHICLE - STOLEN,0,,1300 W  35TH                         PL,34.0237,-118.2977,SINGLE FAMILY DWELLING
02/18/2025 12:00:00 AM,1900,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,2900 S  HOOVER                       ST,34.0268,-118.2896,STREET
03/16/2025 12:00:00 AM,1730,Harbor,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,200 W  22ND                         ST,33.7167,-118.2842,STREET
02/02/2025 12:00:00 AM,1315,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),22,M,3400    RIVERSIDE                    DR,34.1161,-118.271,PARK/PLAYGROUND
03/05/2025 12:00:00 AM,1615,Devonshire,BRANDISH WEAPON,16,M,9200    HASKELL                      AV,34.2374,-118.4763,STREET
02/20/2025 12:00:00 AM,115,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,300    TERMINAL                     WY,33.7408,-118.2678,STREET
03/17/2025 12:00:00 AM,1300,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,600 W  HARRY BRIDGES                BL,33.7709,-118.2683,STREET
03/15/2025 12:00:00 AM,1200,Hollenbeck,BATTERY - SIMPLE ASSAULT,22,M,900 S  MOTT                         ST,34.0332,-118.213,PARK/PLAYGROUND
02/05/2025 12:00:00 AM,1430,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,2000    JOHN S GIBSON                BL,33.7566,-118.2896,STREET
03/26/2025 12:00:00 AM,633,Topanga,CRIMINAL THREATS - NO WEAPON DISPLAYED,35,M,20800    BURBANK                      BL,34.172,-118.5854,SPECIALTY SCHOOL/OTHER
03/14/2025 12:00:00 AM,1000,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",16,M,KITTRIDGE                    ST,34.1903,-118.5317,PARK/PLAYGROUND
02/12/2025 12:00:00 AM,340,Central,OTHER MISCELLANEOUS CRIME,0,M,100 N  LOS ANGELES                  ST,34.0515,-118.2424,DETENTION/JAIL FACILITY
01/31/2025 12:00:00 AM,1430,Devonshire,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,11200    GOTHIC                       AV,34.2737,-118.4887,HIGH SCHOOL
02/06/2025 12:00:00 AM,30,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,2000    JOHN S GIBSON                BL,33.7566,-118.2896,STREET
03/12/2025 12:00:00 AM,1307,Mission,BATTERY - SIMPLE ASSAULT,16,M,13000    BORDEN                       AV,34.3061,-118.4414,HIGH SCHOOL
03/17/2025 12:00:00 AM,1745,Pacific,ROBBERY,18,M,13000    VENICE                       BL,33.999,-118.4429,STREET
01/30/2025 12:00:00 AM,1620,Harbor,BATTERY WITH SEXUAL CONTACT,15,F,17TH,33.7288,-118.288,STREET
02/06/2025 12:00:00 AM,200,Southwest,VEHICLE - STOLEN,0,,1400 W  36TH                         PL,34.0219,-118.3002,STREET
01/07/2025 12:00:00 AM,1025,Van Nuys,BATTERY - SIMPLE ASSAULT,17,M,6500    CEDROS                       AV,34.1887,-118.4531,HIGH SCHOOL
01/15/2025 12:00:00 AM,1713,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,600 W  HARRY BRIDGE                 BL,33.7626,-118.2687,STREET
02/06/2025 12:00:00 AM,1540,Southeast,OTHER MISCELLANEOUS CRIME,0,X,100 W  108TH                        ST,33.927,-118.258,POLICE FACILITY
01/31/2025 12:00:00 AM,1730,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,3700    MCCLINTOCK                   AV,34.0197,-118.2905,STREET
03/24/2025 12:00:00 AM,1345,77th Street,ROBBERY,14,M,5900 S  VERMONT                      AV,33.9872,-118.2915,JUNIOR HIGH SCHOOL
02/08/2025 12:00:00 AM,1849,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,1200 W  29TH                         ST,34.0284,-118.2866,STREET
01/13/2025 12:00:00 AM,2205,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,600 W  HARRY BRIDGES                BL,33.7709,-118.2683,SLIPS/DOCK/MARINA/BOAT
02/13/2025 12:00:00 AM,1030,Devonshire,BATTERY - SIMPLE ASSAULT,49,M,10100    VARIEL                       AV,34.2536,-118.593,JUNIOR HIGH SCHOOL
01/01/2025 12:00:00 AM,1600,77th Street,OTHER MISCELLANEOUS CRIME,0,X,7600 S  BROADWAY,33.9708,-118.2783,POLICE FACILITY
01/02/2025 12:00:00 AM,1020,Foothill,ARSON,29,M,10900    DRONFIELD                    AV,34.2707,-118.3943,PARK/PLAYGROUND
03/05/2025 12:00:00 AM,1615,Devonshire,BRANDISH WEAPON,14,M,9200    HASKELL                      AV,34.2374,-118.4763,STREET
03/12/2025 12:00:00 AM,1510,Harbor,VEHICLE - STOLEN,0,,600 W  HARRY BRIDGES                BL,33.7709,-118.2683,STREET
03/12/2025 12:00:00 AM,1545,West Valley,BATTERY - SIMPLE ASSAULT,16,M,18200    KITTRIDGE                    ST,34.1902,-118.53,HIGH SCHOOL
02/23/2025 12:00:00 AM,1530,West Valley,VIOLATION OF COURT ORDER,0,M,6300    WOODLEY                      AV,34.1822,-118.4836,PARK/PLAYGROUND
03/17/2025 12:00:00 AM,1330,Mission,CHILD PORNOGRAPHY,16,F,11100    OMELVENY                     AV,34.2722,-118.4417,SINGLE FAMILY DWELLING
02/25/2025 12:00:00 AM,2315,Southwest,VEHICLE - STOLEN,0,,1000 W  34TH                         ST,34.0243,-118.2876,STREET
03/27/2025 12:00:00 AM,1250,Southwest,VEHICLE - STOLEN,0,,3500    WATT                         WY,34.0223,-118.2865,STREET
02/09/2025 12:00:00 AM,1345,Northeast,BATTERY - SIMPLE ASSAULT,0,X,2800 E  OBSERVATORY                  RD,34.1192,-118.3004,PARK/PLAYGROUND
01/27/2025 12:00:00 AM,1300,Rampart,CRIMINAL THREATS - NO WEAPON DISPLAYED,70,F,300 S  BEAUDRY                      AV,34.0562,-118.257,SINGLE FAMILY DWELLING
01/22/2025 12:00:00 AM,1330,West LA,CRIMINAL THREATS - NO WEAPON DISPLAYED,0,X,1400    FAIRBURN                     AV,34.0597,-118.4312,ELEMENTARY SCHOOL
01/31/2025 12:00:00 AM,1000,West LA,BATTERY - SIMPLE ASSAULT,17,F,11800    TEXAS                        AV,34.0458,-118.4614,HIGH SCHOOL
01/22/2025 12:00:00 AM,1850,Southwest,VEHICLE - STOLEN,0,,VERNON                       AV,34.0037,-118.2872,STREET
03/12/2025 12:00:00 AM,1415,Hollenbeck,CRIMINAL THREATS - NO WEAPON DISPLAYED,11,M,700 S  INDIANA                      ST,34.0248,-118.1956,HIGH SCHOOL
01/24/2025 12:00:00 AM,2230,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,600    HELLMAN                      WY,34.0197,-118.2815,STREET
02/03/2025 12:00:00 AM,900,Pacific,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,6200 W  96TH                         ST,33.9523,-118.3906,PARKING LOT
02/21/2025 12:00:00 AM,940,Devonshire,BATTERY - SIMPLE ASSAULT,16,F,9200    HASKELL                      AV,34.2374,-118.4763,HIGH SCHOOL
01/24/2025 12:00:00 AM,2230,Mission,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",36,M,9300    MOONBEAM                     AV,34.2399,-118.445,ELEMENTARY SCHOOL
02/28/2025 12:00:00 AM,1315,Devonshire,BATTERY - SIMPLE ASSAULT,14,F,11200    GOTHIC                       AV,34.2737,-118.4887,HIGH SCHOOL
02/06/2025 12:00:00 AM,1559,N Hollywood,CHILD ANNOYING (17YRS & UNDER),14,F,6500    LAUREL CANYON                BL,34.1869,-118.3987,STREET
01/21/2025 12:00:00 AM,816,West LA,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,1700    CORINTH                      AV,34.0448,-118.4484,ELEMENTARY SCHOOL
01/10/2025 12:00:00 AM,1213,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,600    TERMINAL                     WY,33.743,-118.2625,STREET
03/09/2025 12:00:00 AM,30,Topanga,OTHER MISCELLANEOUS CRIME,35,M,21000    VENTURA                      BL,34.1667,-118.5908,STREET
03/06/2025 12:00:00 AM,1700,Southwest,VEHICLE - STOLEN,0,,600    CHILDS                       WY,34.0189,-118.2819,STREET
02/21/2025 12:00:00 AM,700,Southwest,VEHICLE - STOLEN,0,,1100 W  31ST                         ST,34.0265,-118.2883,STREET
02/18/2025 12:00:00 AM,1400,Southwest,VEHICLE - STOLEN,0,,3700    MCCLINTOCK                   AV,34.0197,-118.2905,STREET
03/09/2025 12:00:00 AM,505,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,1100 W  25TH                         ST,34.0336,-118.284,STREET
02/05/2025 12:00:00 AM,1430,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,2000    JOHN S GIBSON                BL,33.7566,-118.2896,STREET
01/24/2025 12:00:00 AM,1420,N Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",16,F,5200    COLFAX                       AV,34.1649,-118.3921,HIGH SCHOOL
02/05/2025 12:00:00 AM,1930,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,2000    JOHN S GIBSON                BL,33.7566,-118.2896,STREET
03/13/2025 12:00:00 AM,1757,Harbor,VEHICLE - STOLEN,0,,1300 N  FRIES                        AV,33.7887,-118.2656,PARKING LOT
01/16/2025 12:00:00 AM,2358,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,600 W  HARRY BRIDGE                 BL,33.7626,-118.2687,STREET
01/08/2025 12:00:00 AM,700,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,300    TERMINAL                     WY,33.7408,-118.2678,STREET
01/16/2025 12:00:00 AM,2225,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,600 W  HARRY BRIDGE                 BL,33.7626,-118.2687,STREET
02/11/2025 12:00:00 AM,1100,Southeast,THEFT PLAIN - PETTY ($950 & UNDER),0,X,9300 S  HOOVER                       ST,33.9519,-118.287,JUNIOR HIGH SCHOOL
02/22/2025 12:00:00 AM,1650,Olympic,OTHER MISCELLANEOUS CRIME,0,X,BEVERLY,34.0763,-118.2894,STREET
02/07/2025 12:00:00 AM,1311,Foothill,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",31,M,OSBORNE,34.2647,-118.4019,"VEHICLE, PASSENGER/TRUCK"
01/26/2025 12:00:00 AM,1600,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,3700    MCCLINTOCK                   AV,34.0197,-118.2905,STREET
02/11/2025 12:00:00 AM,2130,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,3700    MCCLINTOCK                   AV,34.0197,-118.2905,STREET
01/27/2025 12:00:00 AM,1600,Southwest,VEHICLE - STOLEN,0,,3100    MCCLINTOCK                   AV,34.0274,-118.285,PARKING LOT
03/12/2025 12:00:00 AM,1540,West Valley,BATTERY - SIMPLE ASSAULT,16,M,18200    KITTRIDGE                    ST,34.1902,-118.53,HIGH SCHOOL
02/01/2025 12:00:00 AM,1406,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,3600    MCCLINTOCK                   AV,34.0212,-118.2895,STREET
02/05/2025 12:00:00 AM,800,Southwest,VEHICLE - STOLEN,0,,3500    TROUSDALE PKWY,34.0216,-118.2844,STREET
03/17/2025 12:00:00 AM,1430,Newton,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",14,F,1900    MAPLE                        AV,34.0289,-118.2686,HIGH SCHOOL
02/21/2025 12:00:00 AM,2230,Mission,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",36,F,8600    KESTER                       AV,34.2266,-118.4575,ELEMENTARY SCHOOL
01/26/2025 12:00:00 AM,1,Pacific,VEHICLE - STOLEN,0,,6100    WESTCHESTER PARKWAY,33.9526,-118.3893,PARKING LOT
03/20/2025 12:00:00 AM,2055,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,3100 S  HOOVER                       ST,34.0268,-118.2896,STREET
03/17/2025 12:00:00 AM,1915,Southwest,VEHICLE - STOLEN,0,,3600    MCCLINTOCK                   AV,34.0212,-118.2895,STREET
01/28/2025 12:00:00 AM,1000,Devonshire,BATTERY - SIMPLE ASSAULT,16,M,9600    ZELZAH                       AV,34.245,-118.5233,HIGH SCHOOL
02/07/2025 12:00:00 AM,2115,Southwest,VEHICLE - STOLEN,0,,1000    EXPOSITION                   BL,34.0184,-118.2952,SIDEWALK
01/02/2025 12:00:00 AM,957,Northeast,BATTERY - SIMPLE ASSAULT,25,F,2300    FERN DELL                    DR,34.1174,-118.307,PARK/PLAYGROUND
01/21/2025 12:00:00 AM,123,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,600 W  HARRY BRIDGE                 BL,33.7626,-118.2687,SLIPS/DOCK/MARINA/BOAT
02/08/2025 12:00:00 AM,1900,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,600 W  34TH                         ST,34.0212,-118.2805,STREET
02/07/2025 12:00:00 AM,1640,Southwest,VEHICLE - STOLEN,0,,600    EXPOSITION                   BL,34.0184,-118.2815,STREET
03/25/2025 12:00:00 AM,1430,Hollenbeck,ROBBERY,14,M,200 S  SOTO                         ST,34.0445,-118.2116,DRIVEWAY
03/20/2025 12:00:00 AM,900,Hollenbeck,ROBBERY,16,M,400 S  MATHEWS                      ST,34.0401,-118.2107,STREET
01/29/2025 12:00:00 AM,830,Northeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",17,M,800 N  AVE 54,34.1152,-118.1991,HIGH SCHOOL
03/11/2025 12:00:00 AM,912,Southeast,BATTERY - SIMPLE ASSAULT,17,F,MANCHESTER,33.9601,-118.2783,MTA BUS
03/12/2025 12:00:00 AM,1540,Devonshire,CRIMINAL THREATS - NO WEAPON DISPLAYED,16,M,11200    GOTHIC                       AV,34.2737,-118.4887,STREET
02/26/2025 12:00:00 AM,1700,Southwest,VEHICLE - STOLEN,0,,3100 S  FIGUEROA                     ST,34.0268,-118.2808,STREET
01/15/2025 12:00:00 AM,750,Devonshire,INDECENT EXPOSURE,17,F,9600    ZELZAH                       AV,34.245,-118.5233,PARKING LOT
02/26/2025 12:00:00 AM,430,Foothill,VEHICLE - STOLEN,0,,13500    CORNELIUS                    ST,34.2781,-118.426,STREET
01/26/2025 12:00:00 AM,1830,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,3000 S  ROYAL                        ST,34.0263,-118.2808,PARKING LOT
03/18/2025 12:00:00 AM,2230,Hollenbeck,BURGLARY,0,X,700 S  INDIANA                      ST,34.0248,-118.1956,JUNIOR HIGH SCHOOL
01/16/2025 12:00:00 AM,1500,Southeast,THEFT PLAIN - PETTY ($950 & UNDER),0,X,400 W  98TH                         ST,33.9472,-118.2802,ELEMENTARY SCHOOL
01/14/2025 12:00:00 AM,1600,Devonshire,BATTERY - SIMPLE ASSAULT,16,F,10500    ZELZAH                       AV,34.2613,-118.5234,HIGH SCHOOL
03/03/2025 12:00:00 AM,845,Mission,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,14,M,15300    PLUMMER                      ST,34.2428,-118.4653,JUNIOR HIGH SCHOOL
02/05/2025 12:00:00 AM,1130,Southeast,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,8600    BARING CROSS                 ST,33.96,-118.2894,ELEMENTARY SCHOOL
01/31/2025 12:00:00 AM,1800,Newton,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,600 E  15TH                         ST,34.0312,-118.2564,STREET
02/05/2025 12:00:00 AM,2240,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,2000    JOHN S GIBSON                BL,33.7566,-118.2896,PARKING LOT
02/20/2025 12:00:00 AM,1530,Mission,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",16,F,13000    BORDEN                       AV,34.3061,-118.4414,HIGH SCHOOL
01/26/2025 12:00:00 AM,125,Southwest,VEHICLE - STOLEN,0,,1000 W  34TH                         ST,34.0243,-118.2876,STREET
02/20/2025 12:00:00 AM,2030,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,1000 W  34TH                         ST,34.0243,-118.2876,ELEMENTARY SCHOOL
01/03/2025 12:00:00 AM,1500,Harbor,BURGLARY,46,M,2400 S  SIGNAL                       ST,33.7204,-118.2724,OTHER BUSINESS
03/12/2025 12:00:00 AM,1510,Harbor,VEHICLE - STOLEN,0,,600 W  HARRY BRIDGES                BL,33.7709,-118.2683,STREET
02/05/2025 12:00:00 AM,1930,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,2000    JOHN S GIBSON                BL,33.7566,-118.2896,STREET
02/19/2025 12:00:00 AM,1800,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,2600    ELLENDALE                    PL,34.0307,-118.2923,PARKING LOT
01/31/2025 12:00:00 AM,1621,Devonshire,THEFT FROM PERSON - ATTEMPT,16,M,10000    LURLINE                      AV,34.2536,-118.5913,HIGH SCHOOL
01/02/2025 12:00:00 AM,2257,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,600 W  HARRY BRIDGES                BL,33.7709,-118.2683,SLIPS/DOCK/MARINA/BOAT
01/22/2025 12:00:00 AM,308,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,600    TERMINAL                     WY,33.743,-118.2625,SLIPS/DOCK/MARINA/BOAT
02/06/2025 12:00:00 AM,30,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,2000    JOHN S GIBSON                BL,33.7566,-118.2896,STREET
02/05/2025 12:00:00 AM,1555,Topanga,CHILD NEGLECT (SEE 300 W.I.C.),4,F,CORBIN,34.1958,-118.5666,STREET
02/27/2025 12:00:00 AM,1210,Devonshire,BATTERY - SIMPLE ASSAULT,67,F,21000    PLUMMER                      ST,34.2428,-118.5913,JUNIOR HIGH SCHOOL
02/14/2025 12:00:00 AM,1700,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,1000 W  22ND                         ST,34.035,-118.2811,STREET
02/27/2025 12:00:00 AM,1244,Harbor,VEHICLE - STOLEN,0,,600    TERMINAL                     WY,33.743,-118.2625,PARKING LOT
02/06/2025 12:00:00 AM,1400,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,2000    JOHN S GIBSON                BL,33.7566,-118.2896,STREET
01/30/2025 12:00:00 AM,1930,Southwest,VEHICLE - STOLEN,0,,1000 W  24TH                         ST,34.0334,-118.2821,PARKING LOT
02/05/2025 12:00:00 AM,1700,Southwest,VEHICLE - STOLEN,0,,900 W  JEFFERSON                    BL,34.0242,-118.2849,STREET
02/12/2025 12:00:00 AM,1430,Mission,VIOLATION OF COURT ORDER,36,M,14500    BLEDSOE                      ST,34.3199,-118.449,JUNIOR HIGH SCHOOL
02/08/2025 12:00:00 AM,1430,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,1200 W  29TH                         ST,34.0305,-118.2865,STREET
01/19/2025 12:00:00 AM,1719,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,2600 S  CATALINA                     ST,34.0328,-118.2942,STREET
03/13/2025 12:00:00 AM,1325,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),0,,BERTH 73,33.7257,-118.2766,STREET
02/19/2025 12:00:00 AM,535,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,1200 W  30TH                         ST,34.0275,-118.2891,STREET
02/11/2025 12:00:00 AM,730,Southeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,200 E  112TH                        ST,33.933,-118.2716,JUNIOR HIGH SCHOOL
01/26/2025 12:00:00 AM,630,Pacific,VEHICLE - STOLEN,0,,400    WORLD WY,33.9455,-118.4,STREET
02/02/2025 12:00:00 AM,130,Topanga,OTHER MISCELLANEOUS CRIME,35,M,22100    ROSCOE                       BL,34.2259,-118.6126,STREET
02/18/2025 12:00:00 AM,1000,Hollenbeck,CHILD NEGLECT (SEE 300 W.I.C.),11,M,3500    PERCY                        ST,34.0277,-118.1979,SINGLE FAMILY DWELLING
01/16/2025 12:00:00 AM,221,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,600 W  HARRY BRIDGE                 BL,33.7626,-118.2687,STREET
02/14/2025 12:00:00 AM,2310,Southeast,BURGLARY,0,X,1600 E  104TH                        ST,33.9414,-118.2462,JUNIOR HIGH SCHOOL
01/16/2025 12:00:00 AM,1200,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,3100    MCCLINTOCK                   AV,34.0274,-118.285,YARD (RESIDENTIAL/BUSINESS)
02/19/2025 12:00:00 AM,1100,Southwest,VEHICLE - STOLEN,0,,800    CHILDS                       WY,34.0203,-118.2852,COLLEGE/JUNIOR COLLEGE/UNIVERSITY
02/06/2025 12:00:00 AM,2215,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,2600 S  CATALINA                     ST,34.0328,-118.2942,STREET
01/30/2025 12:00:00 AM,1554,Newton,INDECENT EXPOSURE,16,F,300 E  53RD                         ST,33.9942,-118.2701,STREET
01/02/2025 12:00:00 AM,1832,Southwest,SHOPLIFTING - PETTY THEFT ($950 & UNDER),24,X,5100 W  JEFFERSON                    BL,34.0255,-118.3549,OTHER BUSINESS
02/06/2025 12:00:00 AM,30,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,,2000    JOHN S GIBSON                BL,33.7566,-118.2896,STREET
01/24/2025 12:00:00 AM,1240,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),68,M,7600    WOODLEY                      AV,34.2085,-118.4837,PARKING LOT
01/17/2025 12:00:00 AM,1600,Devonshire,BATTERY - SIMPLE ASSAULT,17,M,9600    ZELZAH                       AV,34.245,-118.5233,HIGH SCHOOL
03/03/2025 12:00:00 AM,845,Mission,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,13,M,15300    PLUMMER                      ST,34.2428,-118.4653,JUNIOR HIGH SCHOOL
02/14/2025 12:00:00 AM,1200,Southwest,VEHICLE - STOLEN,0,,700 W  28TH                         ST,34.027,-118.2794,SINGLE FAMILY DWELLING
03/20/2025 12:00:00 AM,1500,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),57,F,1500    LAKME                        AV,33.7935,-118.2607,HIGH SCHOOL
01/17/2025 12:00:00 AM,1530,Topanga,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,M,22200    ELKWOOD                      ST,34.2128,-118.6103,JUNIOR HIGH SCHOOL
02/21/2025 12:00:00 AM,1530,Southwest,VEHICLE - STOLEN,0,,3600    MCCLINTOCK                   AV,34.0212,-118.2895,STREET
02/13/2025 12:00:00 AM,2100,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,2600    ELLENDALE                    PL,34.0307,-118.2923,PARKING LOT
01/14/2025 12:00:00 AM,1250,Harbor,ROBBERY,15,F,24300    WESTERN                      AV,33.8046,-118.3074,HIGH SCHOOL
02/27/2025 12:00:00 AM,1550,Foothill,VEHICLE - STOLEN,0,,11900    SHELDON                      ST,34.2404,-118.3922,STREET
03/25/2025 12:00:00 AM,1235,Mission,INDECENT EXPOSURE,35,F,11100    OMELVENY                     AV,34.2722,-118.4417,HIGH SCHOOL
